Cycle, Iteration, PacketSize, B, C, R_last
12 , 53 , 4300 , 35 , 1744 , 4300
12 , 54 , 4300 , 35 , 973 , 4300
12 , 55 , 4300 , 34 , 1972 , 4300
12 , 56 , 4300 , 34 , 1261 , 4300
12 , 57 , 4300 , 34 , 200 , 4300
12 , 58 , 4300 , 31 , 1488 , 4300
12 , 59 , 4300 , 32 , 2263 , 4300
12 , 60 , 4300 , 31 , 1884 , 4300
12 , 61 , 4300 , 31 , 570 , 4300
12 , 62 , 4300 , 31 , 477 , 4300
12 , 63 , 4300 , 31 , 200 , 4300
12 , 64 , 4300 , 32 , 241 , 4300
12 , 65 , 4300 , 32 , 200 , 4300
12 , 66 , 4300 , 33 , 841 , 4300
12 , 67 , 4300 , 32 , 1953 , 4300
12 , 68 , 4300 , 31 , 2067 , 4300
12 , 69 , 4300 , 31 , 641 , 4300
12 , 70 , 4300 , 32 , 1514 , 4300
12 , 71 , 4300 , 32 , 476 , 4300
12 , 72 , 4300 , 32 , 200 , 4300
12 , 73 , 4300 , 28 , 864 , 4300
12 , 74 , 4300 , 28 , 200 , 4300
12 , 75 , 4300 , 29 , 670 , 4300
12 , 76 , 4300 , 29 , 438 , 4300
12 , 77 , 4300 , 29 , 200 , 4300
12 , 78 , 4300 , 30 , 376 , 4300
12 , 79 , 4300 , 31 , 696 , 4300
12 , 80 , 4300 , 30 , 1040 , 4300
12 , 81 , 4300 , 31 , 1335 , 4300
12 , 82 , 4300 , 31 , 491 , 4300
12 , 83 , 4300 , 33 , 974 , 4300
12 , 84 , 4300 , 33 , 309 , 4300
12 , 85 , 4300 , 32 , 200 , 4300
12 , 86 , 4300 , 27 , 1365 , 4300
12 , 87 , 4300 , 28 , 1931 , 4300
12 , 88 , 4300 , 28 , 1207 , 4300
12 , 89 , 4300 , 27 , 2429 , 4300
13 , 0 , 4300 , 26 , 2302 , 4300
13 , 1 , 4300 , 27 , 1894 , 4300
13 , 2 , 4300 , 26 , 2541 , 4300
13 , 3 , 4300 , 26 , 3082 , 4300
13 , 4 , 4300 , 26 , 3728 , 4300
13 , 5 , 4300 , 26 , 3101 , 4300
13 , 6 , 4300 , 26 , 4077 , 4300
13 , 7 , 4300 , 26 , 5043 , 4300
13 , 8 , 4300 , 26 , 4273 , 4300
13 , 9 , 4300 , 25 , 4873 , 4300
13 , 10 , 4300 , 25 , 5100 , 4300
13 , 11 , 4300 , 26 , 4330 , 4300
13 , 12 , 4300 , 25 , 5595 , 4300
13 , 13 , 4300 , 25 , 5000 , 4300
13 , 14 , 4300 , 25 , 5283 , 4300
13 , 15 , 4300 , 25 , 4402 , 4300
13 , 16 , 4300 , 25 , 5888 , 4300
13 , 17 , 4300 , 24 , 4785 , 4300
13 , 18 , 4300 , 23 , 3357 , 4300
13 , 19 , 4300 , 23 , 2052 , 4300
13 , 20 , 4300 , 24 , 2523 , 4300
13 , 21 , 4300 , 24 , 1567 , 4300
13 , 22 , 4300 , 24 , 1123 , 4300
13 , 23 , 4300 , 24 , 1269 , 4300
13 , 24 , 4300 , 23 , 1596 , 4300
13 , 25 , 4300 , 23 , 2587 , 4300
13 , 26 , 4300 , 23 , 1924 , 4300
13 , 27 , 4300 , 23 , 659 , 4300
13 , 28 , 4300 , 23 , 480 , 4300
13 , 29 , 4300 , 23 , 308 , 4300
13 , 30 , 4300 , 21 , 1248 , 4300
13 , 31 , 4300 , 22 , 1464 , 4300
13 , 32 , 4300 , 22 , 2298 , 4300
13 , 33 , 4300 , 22 , 1078 , 4300
13 , 34 , 4300 , 21 , 851 , 4300
13 , 35 , 4300 , 21 , 200 , 4300
13 , 36 , 4300 , 21 , 459 , 4300
13 , 37 , 4300 , 21 , 200 , 4300
13 , 38 , 4300 , 20 , 235 , 4300
13 , 39 , 4300 , 20 , 200 , 4300
13 , 40 , 4300 , 22 , 1380 , 4300
13 , 41 , 4300 , 22 , 783 , 4300
13 , 42 , 4300 , 22 , 1364 , 4300
13 , 43 , 4300 , 22 , 1206 , 4300
13 , 44 , 4300 , 22 , 200 , 4300
13 , 45 , 4300 , 24 , 1689 , 4300
13 , 46 , 4300 , 24 , 609 , 4300
13 , 47 , 4300 , 24 , 200 , 4300
13 , 48 , 4300 , 28 , 1605 , 4300
13 , 49 , 4300 , 28 , 839 , 4300
13 , 50 , 4300 , 29 , 2047 , 4300
13 , 51 , 4300 , 29 , 2594 , 4300
13 , 52 , 4300 , 29 , 1672 , 4300
13 , 53 , 4300 , 28 , 1857 , 4300
13 , 54 , 4300 , 29 , 1315 , 4300
13 , 55 , 4300 , 29 , 200 , 4300
13 , 56 , 4300 , 30 , 529 , 4300
13 , 57 , 4300 , 32 , 1719 , 4300
13 , 58 , 4300 , 31 , 3017 , 4300
13 , 59 , 4300 , 30 , 2563 , 4300
13 , 60 , 4300 , 31 , 3592 , 4300
13 , 61 , 4300 , 30 , 3414 , 4300
13 , 62 , 4300 , 31 , 4094 , 4300
13 , 63 , 4300 , 31 , 5317 , 4300
13 , 64 , 4300 , 31 , 4996 , 4300
13 , 65 , 4300 , 32 , 5747 , 4300
13 , 66 , 4300 , 33 , 5231 , 4300
13 , 67 , 4300 , 32 , 5086 , 4300
13 , 68 , 4300 , 31 , 4636 , 4300
13 , 69 , 4300 , 32 , 5313 , 4300
13 , 70 , 4300 , 33 , 4218 , 4300
13 , 71 , 4300 , 34 , 4152 , 4300
13 , 72 , 4300 , 34 , 3725 , 4300
13 , 73 , 4300 , 34 , 3441 , 4300
13 , 74 , 4300 , 35 , 3682 , 4300
13 , 75 , 4300 , 35 , 3654 , 4300
13 , 76 , 4300 , 35 , 4616 , 4300
13 , 77 , 4300 , 36 , 4795 , 4300
13 , 78 , 4300 , 35 , 4677 , 4300
13 , 79 , 4300 , 35 , 5680 , 4300
13 , 80 , 4300 , 36 , 5404 , 4300
13 , 81 , 4300 , 36 , 5145 , 4300
13 , 82 , 4300 , 36 , 3662 , 4300
13 , 83 , 4300 , 36 , 3806 , 4300
13 , 84 , 4300 , 36 , 3309 , 4300
13 , 85 , 4300 , 36 , 3185 , 4300
13 , 86 , 4300 , 36 , 1875 , 4300
13 , 87 , 4300 , 37 , 3131 , 4300
13 , 88 , 4300 , 37 , 3140 , 4300
13 , 89 , 4300 , 37 , 2798 , 4300
14 , 0 , 4300 , 36 , 3036 , 4300
14 , 1 , 4300 , 37 , 3893 , 4300
14 , 2 , 4300 , 38 , 5062 , 4300
14 , 3 , 4300 , 37 , 4039 , 4300
14 , 4 , 4300 , 37 , 2850 , 4300
14 , 5 , 4300 , 37 , 2774 , 4300
14 , 6 , 4300 , 38 , 1769 , 4300
14 , 7 , 4300 , 39 , 3016 , 4300
14 , 8 , 4300 , 39 , 1763 , 4300
14 , 9 , 4300 , 39 , 380 , 4300
14 , 10 , 4300 , 39 , 200 , 4300
14 , 11 , 4300 , 46 , 1663 , 4300
14 , 12 , 4300 , 46 , 771 , 4300
14 , 13 , 4300 , 46 , 200 , 4300
14 , 14 , 4300 , 49 , 1171 , 4300
14 , 15 , 4300 , 48 , 1737 , 4300
14 , 16 , 4300 , 48 , 673 , 4300
14 , 17 , 4300 , 50 , 2028 , 4300
14 , 18 , 4300 , 50 , 1516 , 4300
14 , 19 , 4300 , 50 , 200 , 4300
14 , 20 , 4300 , 51 , 279 , 4300
14 , 21 , 4300 , 50 , 350 , 4300
14 , 22 , 4300 , 51 , 269 , 4300
14 , 23 , 4300 , 51 , 200 , 4300
14 , 24 , 4300 , 52 , 657 , 4300
14 , 25 , 4300 , 51 , 1036 , 4300
14 , 26 , 4300 , 50 , 1636 , 4300
14 , 27 , 4300 , 50 , 986 , 4300
14 , 28 , 4300 , 49 , 1899 , 4300
14 , 29 , 4300 , 49 , 2711 , 4300
14 , 30 , 4300 , 49 , 2575 , 4300
14 , 31 , 4300 , 50 , 3796 , 4300
14 , 32 , 4300 , 51 , 2724 , 4300
14 , 33 , 4300 , 51 , 1260 , 4300
14 , 34 , 4300 , 51 , 200 , 4300
14 , 35 , 4300 , 54 , 721 , 4300
14 , 36 , 4300 , 53 , 1515 , 4300
14 , 37 , 4300 , 53 , 438 , 4300
14 , 38 , 4300 , 53 , 200 , 4300
14 , 39 , 4300 , 52 , 1209 , 4300
14 , 40 , 4300 , 52 , 227 , 4300
14 , 41 , 4300 , 52 , 200 , 4300
14 , 42 , 4300 , 49 , 1052 , 4300
14 , 43 , 4300 , 50 , 1590 , 4300
14 , 44 , 4300 , 50 , 1419 , 4300
14 , 45 , 4300 , 51 , 2845 , 4300
14 , 46 , 4300 , 51 , 2470 , 4300
14 , 47 , 4300 , 51 , 1291 , 4300
14 , 48 , 4300 , 51 , 2042 , 4300
14 , 49 , 4300 , 51 , 3098 , 4300
14 , 50 , 4300 , 51 , 2502 , 4300
14 , 51 , 4300 , 50 , 2106 , 4300
14 , 52 , 4300 , 50 , 2296 , 4300
14 , 53 , 4300 , 51 , 3307 , 4300
14 , 54 , 4300 , 50 , 1972 , 4300
14 , 55 , 4300 , 50 , 1326 , 4300
14 , 56 , 4300 , 51 , 1781 , 4300
14 , 57 , 4300 , 51 , 2081 , 4300
14 , 58 , 4300 , 51 , 1289 , 4300
14 , 59 , 4300 , 51 , 349 , 4300
14 , 60 , 4300 , 50 , 353 , 4300
14 , 61 , 4300 , 50 , 200 , 4300
14 , 62 , 4300 , 45 , 1516 , 4300
14 , 63 , 4300 , 46 , 833 , 4300
14 , 64 , 4300 , 46 , 200 , 4300
14 , 65 , 4300 , 45 , 846 , 4300
14 , 66 , 4300 , 43 , 2227 , 4300
14 , 67 , 4300 , 43 , 1110 , 4300
14 , 68 , 4300 , 43 , 200 , 4300
14 , 69 , 4300 , 48 , 1076 , 4300
14 , 70 , 4300 , 46 , 2524 , 4300
14 , 71 , 4300 , 46 , 2078 , 4300
14 , 72 , 4300 , 46 , 581 , 4300
14 , 73 , 4300 , 46 , 200 , 4300
14 , 74 , 4300 , 50 , 1544 , 4300
14 , 75 , 4300 , 51 , 2994 , 4300
14 , 76 , 4300 , 51 , 2376 , 4300
14 , 77 , 4300 , 50 , 2998 , 4300
14 , 78 , 4300 , 50 , 3238 , 4300
14 , 79 , 4300 , 51 , 1943 , 4300
14 , 80 , 4300 , 51 , 1683 , 4300
14 , 81 , 4300 , 52 , 1786 , 4300
14 , 82 , 4300 , 52 , 1686 , 4300
14 , 83 , 4300 , 52 , 1295 , 4300
14 , 84 , 4300 , 52 , 535 , 4300
14 , 85 , 4300 , 53 , 779 , 4300
14 , 86 , 4300 , 53 , 576 , 4300
14 , 87 , 4300 , 53 , 513 , 4300
14 , 88 , 4300 , 53 , 200 , 4300
14 , 89 , 4300 , 54 , 306 , 4300
15 , 0 , 4300 , 54 , 200 , 4300
15 , 1 , 4300 , 57 , 563 , 4300
15 , 2 , 4300 , 57 , 643 , 4300
15 , 3 , 4300 , 58 , 901 , 4300
15 , 4 , 4300 , 57 , 1228 , 4300
15 , 5 , 4300 , 56 , 1922 , 4300
15 , 6 , 4300 , 56 , 2925 , 4300
15 , 7 , 4300 , 57 , 1821 , 4300
15 , 8 , 4300 , 57 , 646 , 4300
15 , 9 , 4300 , 59 , 1909 , 4300
15 , 10 , 4300 , 59 , 958 , 4300
15 , 11 , 4300 , 60 , 832 , 4300
15 , 12 , 4300 , 62 , 1774 , 4300
15 , 13 , 4300 , 62 , 1639 , 4300
15 , 14 , 4300 , 62 , 924 , 4300
15 , 15 , 4300 , 62 , 1119 , 4300
15 , 16 , 4300 , 62 , 1975 , 4300
15 , 17 , 4300 , 62 , 2021 , 4300
15 , 18 , 4300 , 62 , 3226 , 4300
15 , 19 , 4300 , 62 , 3142 , 4300
15 , 20 , 4300 , 63 , 3865 , 4300
15 , 21 , 4300 , 64 , 5151 , 4300
15 , 22 , 4300 , 64 , 3756 , 4300
15 , 23 , 4300 , 63 , 4357 , 4300
15 , 24 , 4300 , 63 , 4603 , 4300
15 , 25 , 4300 , 63 , 3334 , 4300
15 , 26 , 4300 , 64 , 3735 , 4300
15 , 27 , 4300 , 64 , 3828 , 4300
15 , 28 , 4300 , 64 , 3980 , 4300
15 , 29 , 4300 , 64 , 4068 , 4300
15 , 30 , 4300 , 64 , 4086 , 4300
15 , 31 , 4300 , 64 , 2873 , 4300
15 , 32 , 4300 , 64 , 1938 , 4300
15 , 33 , 4300 , 65 , 2086 , 4300
15 , 34 , 4300 , 66 , 2898 , 4300
15 , 35 , 4300 , 67 , 3417 , 4300
15 , 36 , 4300 , 68 , 4256 , 4300
15 , 37 , 4300 , 67 , 4981 , 4300
15 , 38 , 4300 , 67 , 5481 , 4300
15 , 39 , 4300 , 67 , 4165 , 4300
15 , 40 , 4300 , 67 , 4418 , 4300
15 , 41 , 4300 , 68 , 5397 , 4300
15 , 42 , 4300 , 68 , 4255 , 4300
15 , 43 , 4300 , 67 , 4633 , 4300
15 , 44 , 4300 , 67 , 6013 , 4300
15 , 45 , 4300 , 67 , 4613 , 4300
15 , 46 , 4300 , 66 , 4061 , 4300
15 , 47 , 4300 , 66 , 2946 , 4300
15 , 48 , 4300 , 65 , 4095 , 4300
15 , 49 , 4300 , 66 , 4197 , 4300
15 , 50 , 4300 , 65 , 5306 , 4300
15 , 51 , 4300 , 65 , 4505 , 4300
15 , 52 , 4300 , 64 , 3105 , 4300
15 , 53 , 4300 , 65 , 4534 , 4300
15 , 54 , 4300 , 65 , 4080 , 4300
15 , 55 , 4300 , 65 , 2888 , 4300
15 , 56 , 4300 , 64 , 3286 , 4300
15 , 57 , 4300 , 64 , 4376 , 4300
15 , 58 , 4300 , 64 , 5872 , 4300
15 , 59 , 4300 , 65 , 5623 , 4300
15 , 60 , 4300 , 65 , 5348 , 4300
15 , 61 , 4300 , 65 , 5056 , 4300
15 , 62 , 4300 , 65 , 4715 , 4300
15 , 63 , 4300 , 65 , 5442 , 4300
15 , 64 , 4300 , 65 , 4568 , 4300
15 , 65 , 4300 , 65 , 3500 , 4300
15 , 66 , 4300 , 66 , 4865 , 4300
15 , 67 , 4300 , 67 , 5685 , 4300
15 , 68 , 4300 , 66 , 5069 , 4300
15 , 69 , 4300 , 66 , 3957 , 4300
15 , 70 , 4300 , 66 , 3102 , 4300
15 , 71 , 4300 , 66 , 2564 , 4300
15 , 72 , 4300 , 67 , 3920 , 4300
15 , 73 , 4300 , 66 , 3442 , 4300
15 , 74 , 4300 , 66 , 4079 , 4300
15 , 75 , 4300 , 65 , 3702 , 4300
15 , 76 , 4300 , 65 , 5088 , 4300
15 , 77 , 4300 , 65 , 4560 , 4300
15 , 78 , 4300 , 65 , 4397 , 4300
15 , 79 , 4300 , 64 , 3447 , 4300
15 , 80 , 4300 , 63 , 2080 , 4300
15 , 81 , 4300 , 64 , 3413 , 4300
15 , 82 , 4300 , 65 , 3409 , 4300
15 , 83 , 4300 , 65 , 2329 , 4300
15 , 84 , 4300 , 65 , 1038 , 4300
15 , 85 , 4300 , 65 , 2133 , 4300
15 , 86 , 4300 , 66 , 3358 , 4300
15 , 87 , 4300 , 66 , 2876 , 4300
15 , 88 , 4300 , 67 , 2378 , 4300
15 , 89 , 4300 , 68 , 3861 , 4300
16 , 0 , 4300 , 67 , 3272 , 4300
16 , 1 , 4300 , 67 , 2173 , 4300
16 , 2 , 4300 , 67 , 1502 , 4300
16 , 3 , 4300 , 68 , 982 , 4300
16 , 4 , 4300 , 66 , 1937 , 4300
16 , 5 , 4300 , 65 , 2884 , 4300
16 , 6 , 4300 , 66 , 4228 , 4300
16 , 7 , 4300 , 65 , 4714 , 4300
16 , 8 , 4300 , 64 , 4662 , 4300
16 , 9 , 4300 , 64 , 4875 , 4300
16 , 10 , 4300 , 63 , 6257 , 4300
16 , 11 , 4300 , 63 , 4908 , 4300
16 , 12 , 4300 , 62 , 5117 , 4300
16 , 13 , 4300 , 63 , 4926 , 4300
16 , 14 , 4300 , 63 , 5339 , 4300
16 , 15 , 4300 , 63 , 4161 , 4300
16 , 16 , 4300 , 64 , 4853 , 4300
16 , 17 , 4300 , 65 , 5792 , 4300
16 , 18 , 4300 , 65 , 4547 , 4300
16 , 19 , 4300 , 65 , 4042 , 4300
16 , 20 , 4300 , 66 , 4427 , 4300
16 , 21 , 4300 , 67 , 4139 , 4300
16 , 22 , 4300 , 67 , 3949 , 4300
16 , 23 , 4300 , 67 , 3340 , 4300
16 , 24 , 4300 , 67 , 3264 , 4300
16 , 25 , 4300 , 68 , 1988 , 4300
16 , 26 , 4300 , 68 , 1665 , 4300
16 , 27 , 4300 , 67 , 1172 , 4300
16 , 28 , 4300 , 67 , 265 , 4300
16 , 29 , 4300 , 66 , 392 , 4300
16 , 30 , 4300 , 65 , 703 , 4300
16 , 31 , 4300 , 65 , 200 , 4300
16 , 32 , 4300 , 62 , 1624 , 4300
16 , 33 , 4300 , 62 , 2908 , 4300
16 , 34 , 4300 , 62 , 1886 , 4300
16 , 35 , 4300 , 61 , 1768 , 4300
16 , 36 , 4300 , 61 , 849 , 4300
16 , 37 , 4300 , 62 , 1328 , 4300
16 , 38 , 4300 , 62 , 836 , 4300
16 , 39 , 4300 , 62 , 1483 , 4300
16 , 40 , 4300 , 63 , 2743 , 4300
16 , 41 , 4300 , 63 , 3859 , 4300
16 , 42 , 4300 , 62 , 2748 , 4300
16 , 43 , 4300 , 62 , 3934 , 4300
16 , 44 , 4300 , 62 , 4433 , 4300
16 , 45 , 4300 , 63 , 4950 , 4300
16 , 46 , 4300 , 62 , 6297 , 4300
16 , 47 , 4300 , 62 , 5344 , 4300
16 , 48 , 4300 , 62 , 4687 , 4300
16 , 49 , 4300 , 61 , 5183 , 4300
16 , 50 , 4300 , 62 , 3752 , 4300
16 , 51 , 4300 , 62 , 2827 , 4300
16 , 52 , 4300 , 61 , 3898 , 4300
16 , 53 , 4300 , 60 , 4546 , 4300
16 , 54 , 4300 , 59 , 3792 , 4300
16 , 55 , 4300 , 58 , 4137 , 4300
16 , 56 , 4300 , 58 , 3234 , 4300
16 , 57 , 4300 , 58 , 2217 , 4300
16 , 58 , 4300 , 59 , 3213 , 4300
16 , 59 , 4300 , 59 , 2349 , 4300
16 , 60 , 4300 , 59 , 2644 , 4300
16 , 61 , 4300 , 59 , 2314 , 4300
16 , 62 , 4300 , 59 , 968 , 4300
16 , 63 , 4300 , 58 , 827 , 4300
16 , 64 , 4300 , 56 , 1867 , 4300
16 , 65 , 4300 , 56 , 457 , 4300
16 , 66 , 4300 , 53 , 1586 , 4300
16 , 67 , 4300 , 53 , 454 , 4300
16 , 68 , 4300 , 53 , 200 , 4300
16 , 69 , 4300 , 61 , 1689 , 4300
16 , 70 , 4300 , 61 , 692 , 4300
16 , 71 , 4300 , 61 , 1516 , 4300
16 , 72 , 4300 , 60 , 1612 , 4300
16 , 73 , 4300 , 60 , 1210 , 4300
16 , 74 , 4300 , 61 , 1808 , 4300
16 , 75 , 4300 , 60 , 2014 , 4300
16 , 76 , 4300 , 61 , 2891 , 4300
16 , 77 , 4300 , 62 , 4036 , 4300
16 , 78 , 4300 , 63 , 2964 , 4300
16 , 79 , 4300 , 63 , 2803 , 4300
16 , 80 , 4300 , 62 , 3282 , 4300
16 , 81 , 4300 , 62 , 4446 , 4300
16 , 82 , 4300 , 61 , 3553 , 4300
16 , 83 , 4300 , 61 , 2589 , 4300
16 , 84 , 4300 , 62 , 3535 , 4300
16 , 85 , 4300 , 62 , 2089 , 4300
16 , 86 , 4300 , 62 , 1565 , 4300
16 , 87 , 4300 , 61 , 2555 , 4300
16 , 88 , 4300 , 61 , 1534 , 4300
16 , 89 , 4300 , 60 , 2163 , 4300
17 , 0 , 4300 , 61 , 1492 , 4300
17 , 1 , 4300 , 59 , 2812 , 4300
17 , 2 , 4300 , 60 , 3555 , 4300
17 , 3 , 4300 , 59 , 4923 , 4300
17 , 4 , 4300 , 59 , 4107 , 4300
17 , 5 , 4300 , 59 , 4687 , 4300
17 , 6 , 4300 , 58 , 5927 , 4300
17 , 7 , 4300 , 58 , 5150 , 4300
17 , 8 , 4300 , 58 , 3664 , 4300
17 , 9 , 4300 , 58 , 5150 , 4300
17 , 10 , 4300 , 58 , 4729 , 4300
17 , 11 , 4300 , 58 , 5338 , 4300
17 , 12 , 4300 , 57 , 3879 , 4300
17 , 13 , 4300 , 58 , 4537 , 4300
17 , 14 , 4300 , 59 , 5537 , 4300
17 , 15 , 4300 , 60 , 5427 , 4300
17 , 16 , 4300 , 59 , 4998 , 4300
17 , 17 , 4300 , 60 , 6309 , 4300
17 , 18 , 4300 , 60 , 5496 , 4300
17 , 19 , 4300 , 60 , 4391 , 4300
17 , 20 , 4300 , 59 , 3456 , 4300
17 , 21 , 4300 , 59 , 3996 , 4300
17 , 22 , 4300 , 59 , 3054 , 4300
17 , 23 , 4300 , 59 , 4219 , 4300
17 , 24 , 4300 , 59 , 4586 , 4300
17 , 25 , 4300 , 58 , 6022 , 4300
17 , 26 , 4300 , 58 , 5794 , 4300
17 , 27 , 4300 , 58 , 4342 , 4300
17 , 28 , 4300 , 58 , 5456 , 4300
17 , 29 , 4300 , 58 , 5151 , 4300
17 , 30 , 4300 , 57 , 4912 , 4300
17 , 31 , 4300 , 57 , 4916 , 4300
17 , 32 , 4300 , 56 , 5182 , 4300
17 , 33 , 4300 , 56 , 4423 , 4300
17 , 34 , 4300 , 55 , 5488 , 4300
17 , 35 , 4300 , 54 , 5439 , 4300
17 , 36 , 4300 , 54 , 4592 , 4300
17 , 37 , 4300 , 54 , 4417 , 4300
17 , 38 , 4300 , 55 , 5064 , 4300
17 , 39 , 4300 , 55 , 4008 , 4300
17 , 40 , 4300 , 56 , 4195 , 4300
17 , 41 , 4300 , 56 , 4251 , 4300
17 , 42 , 4300 , 57 , 5017 , 4300
17 , 43 , 4300 , 56 , 4191 , 4300
17 , 44 , 4300 , 56 , 2857 , 4300
17 , 45 , 4300 , 57 , 2479 , 4300
17 , 46 , 4300 , 57 , 2450 , 4300
17 , 47 , 4300 , 57 , 1447 , 4300
17 , 48 , 4300 , 58 , 2169 , 4300
17 , 49 , 4300 , 58 , 1465 , 4300
17 , 50 , 4300 , 58 , 1715 , 4300
17 , 51 , 4300 , 58 , 1355 , 4300
17 , 52 , 4300 , 58 , 200 , 4300
17 , 53 , 4300 , 63 , 1104 , 4300
17 , 54 , 4300 , 63 , 200 , 4300
17 , 55 , 4300 , 61 , 934 , 4300
17 , 56 , 4300 , 61 , 200 , 4300
17 , 57 , 4300 , 60 , 1039 , 4300
17 , 58 , 4300 , 60 , 200 , 4300
17 , 59 , 4300 , 62 , 669 , 4300
17 , 60 , 4300 , 62 , 1307 , 4300
17 , 61 , 4300 , 62 , 304 , 4300
17 , 62 , 4300 , 61 , 200 , 4300
17 , 63 , 4300 , 57 , 1583 , 4300
17 , 64 , 4300 , 57 , 200 , 4300
17 , 65 , 4300 , 60 , 557 , 4300
17 , 66 , 4300 , 58 , 1798 , 4300
17 , 67 , 4300 , 59 , 2006 , 4300
17 , 68 , 4300 , 60 , 1490 , 4300
17 , 69 , 4300 , 60 , 676 , 4300
17 , 70 , 4300 , 60 , 200 , 4300
17 , 71 , 4300 , 60 , 811 , 4300
17 , 72 , 4300 , 62 , 2307 , 4300
17 , 73 , 4300 , 62 , 2305 , 4300
17 , 74 , 4300 , 62 , 1569 , 4300
17 , 75 , 4300 , 62 , 503 , 4300
17 , 76 , 4300 , 64 , 1890 , 4300
17 , 77 , 4300 , 64 , 901 , 4300
17 , 78 , 4300 , 62 , 1581 , 4300
17 , 79 , 4300 , 62 , 2385 , 4300
17 , 80 , 4300 , 62 , 1515 , 4300
17 , 81 , 4300 , 62 , 796 , 4300
17 , 82 , 4300 , 61 , 895 , 4300
17 , 83 , 4300 , 61 , 200 , 4300
17 , 84 , 4300 , 61 , 989 , 4300
17 , 85 , 4300 , 60 , 1465 , 4300
17 , 86 , 4300 , 60 , 688 , 4300
17 , 87 , 4300 , 60 , 1466 , 4300
17 , 88 , 4300 , 59 , 2866 , 4300
17 , 89 , 4300 , 60 , 3690 , 4300
18 , 0 , 4300 , 60 , 2531 , 4300
18 , 1 , 4300 , 60 , 3114 , 4300
18 , 2 , 4300 , 59 , 3552 , 4300
18 , 3 , 4300 , 59 , 4417 , 4300
18 , 4 , 4300 , 58 , 4403 , 4300
18 , 5 , 4300 , 57 , 5185 , 4300
18 , 6 , 4300 , 57 , 4080 , 4300
18 , 7 , 4300 , 57 , 2995 , 4300
18 , 8 , 4300 , 57 , 2383 , 4300
18 , 9 , 4300 , 57 , 1200 , 4300
18 , 10 , 4300 , 56 , 2059 , 4300
18 , 11 , 4300 , 55 , 3251 , 4300
18 , 12 , 4300 , 56 , 3388 , 4300
18 , 13 , 4300 , 56 , 4033 , 4300
18 , 14 , 4300 , 55 , 5455 , 4300
18 , 15 , 4300 , 54 , 4219 , 4300
18 , 16 , 4300 , 54 , 5465 , 4300
18 , 17 , 4300 , 54 , 4671 , 4300
18 , 18 , 4300 , 53 , 5752 , 4300
18 , 19 , 4300 , 53 , 4352 , 4300
18 , 20 , 4300 , 52 , 3144 , 4300
18 , 21 , 4300 , 51 , 2186 , 4300
18 , 22 , 4300 , 51 , 1534 , 4300
18 , 23 , 4300 , 51 , 1035 , 4300
18 , 24 , 4300 , 50 , 1847 , 4300
18 , 25 , 4300 , 48 , 2934 , 4300
18 , 26 , 4300 , 48 , 2092 , 4300
18 , 27 , 4300 , 47 , 2691 , 4300
18 , 28 , 4300 , 47 , 2767 , 4300
18 , 29 , 4300 , 47 , 3810 , 4300
18 , 30 , 4300 , 48 , 3798 , 4300
18 , 31 , 4300 , 48 , 4100 , 4300
18 , 32 , 4300 , 48 , 5127 , 4300
18 , 33 , 4300 , 48 , 3828 , 4300
18 , 34 , 4300 , 48 , 5032 , 4300
18 , 35 , 4300 , 47 , 4693 , 4300
18 , 36 , 4300 , 47 , 3279 , 4300
18 , 37 , 4300 , 47 , 3788 , 4300
18 , 38 , 4300 , 47 , 3204 , 4300
18 , 39 , 4300 , 47 , 1792 , 4300
18 , 40 , 4300 , 47 , 2269 , 4300
18 , 41 , 4300 , 47 , 3288 , 4300
18 , 42 , 4300 , 46 , 4181 , 4300
18 , 43 , 4300 , 46 , 3322 , 4300
18 , 44 , 4300 , 47 , 4687 , 4300
18 , 45 , 4300 , 47 , 5749 , 4300
18 , 46 , 4300 , 48 , 4319 , 4300
18 , 47 , 4300 , 48 , 3546 , 4300
18 , 48 , 4300 , 49 , 3252 , 4300
18 , 49 , 4300 , 49 , 3683 , 4300
18 , 50 , 4300 , 49 , 2674 , 4300
18 , 51 , 4300 , 48 , 4174 , 4300
18 , 52 , 4300 , 48 , 5303 , 4300
18 , 53 , 4300 , 48 , 4888 , 4300
18 , 54 , 4300 , 48 , 5474 , 4300
18 , 55 , 4300 , 49 , 5168 , 4300
18 , 56 , 4300 , 49 , 4323 , 4300
18 , 57 , 4300 , 50 , 3645 , 4300
18 , 58 , 4300 , 49 , 5065 , 4300
18 , 59 , 4300 , 49 , 3692 , 4300
18 , 60 , 4300 , 48 , 4487 , 4300
18 , 61 , 4300 , 48 , 3325 , 4300
18 , 62 , 4300 , 48 , 2437 , 4300
18 , 63 , 4300 , 49 , 3338 , 4300
18 , 64 , 4300 , 48 , 3442 , 4300
18 , 65 , 4300 , 47 , 4933 , 4300
18 , 66 , 4300 , 48 , 4883 , 4300
18 , 67 , 4300 , 48 , 3428 , 4300
18 , 68 , 4300 , 49 , 3544 , 4300
18 , 69 , 4300 , 50 , 4387 , 4300
18 , 70 , 4300 , 49 , 5755 , 4300
18 , 71 , 4300 , 49 , 5582 , 4300
18 , 72 , 4300 , 50 , 5537 , 4300
18 , 73 , 4300 , 50 , 5268 , 4300
18 , 74 , 4300 , 50 , 5151 , 4300
18 , 75 , 4300 , 50 , 5149 , 4300
