Time,Cycle,Iteration,PacketSize,B,C,R_last
296,18,73,4300,26,2966,4300
300,18,74,4300,27,3707,4300
304,18,75,4300,28,5002,4300
308,18,76,4300,28,4541,4300
312,18,77,4300,28,4333,4300
316,18,78,4300,27,4101,4300
320,18,79,4300,27,2793,4300
324,18,80,4300,27,1422,4300
328,18,81,4300,26,1320,4300
332,18,82,4300,25,1173,4300
336,18,83,4300,25,200,4300
340,18,84,4300,26,434,4300
344,18,85,4300,26,377,4300
348,18,86,4300,28,1279,4300
352,18,87,4300,27,1822,4300
356,18,88,4300,26,2303,4300
360,18,89,4300,26,1793,4300
4,19,0,4300,25,2753,4300
8,19,1,4300,26,2080,4300
12,19,2,4300,26,1631,4300
16,19,3,4300,26,2793,4300
20,19,4,4300,26,4150,4300
24,19,5,4300,27,4737,4300
28,19,6,4300,27,5240,4300
32,19,7,4300,26,4023,4300
36,19,8,4300,26,3362,4300
40,19,9,4300,25,3243,4300
44,19,10,4300,25,3565,4300
48,19,11,4300,25,3071,4300
52,19,12,4300,25,1921,4300
56,19,13,4300,25,852,4300
60,19,14,4300,25,200,4300
64,19,15,4300,24,309,4300
68,19,16,4300,27,929,4300
72,19,17,4300,26,1876,4300
76,19,18,4300,26,396,4300
80,19,19,4300,23,1787,4300
84,19,20,4300,23,810,4300
88,19,21,4300,23,200,4300
92,19,22,4300,22,473,4300
96,19,23,4300,22,200,4300
100,19,24,4300,21,357,4300
104,19,25,4300,24,1320,4300
108,19,26,4300,24,268,4300
112,19,27,4300,22,574,4300
116,19,28,4300,20,1443,4300
120,19,29,4300,20,257,4300
124,19,30,235,19,200,4300
128,19,31,1050,21,1264,235
132,19,32,1050,21,1045,1050
136,19,33,1050,21,200,1050
140,19,34,1050,20,344,1050
144,19,35,235,19,612,1050
148,19,36,4300,19,200,235
152,19,37,235,14,1094,4300
156,19,38,1050,14,1321,235
160,19,39,1750,15,2168,1050
164,19,40,235,15,1162,1750
168,19,41,750,14,788,235
172,19,42,1050,14,1491,750
176,19,43,2350,13,2790,1050
180,19,44,235,13,1337,2350
184,19,45,1750,12,2112,235
188,19,46,235,13,1697,1750
192,19,47,235,13,292,235
196,19,48,4300,13,200,235
200,19,49,235,15,539,4300
204,19,50,1750,14,1898,235
208,19,51,235,14,545,1750
212,19,52,1050,16,1630,235
216,19,53,235,16,422,1050
220,19,54,750,17,1013,235
224,19,55,750,17,820,750
228,19,56,235,17,200,750
232,19,57,1050,23,1348,235
236,19,58,1050,23,1260,1050
240,19,59,1050,23,200,1050
244,19,60,1050,25,498,1050
248,19,61,1050,26,749,1050
252,19,62,1050,25,1344,1050
256,19,63,2350,25,2717,1050
260,19,64,2350,25,2107,2350
264,19,65,2350,25,2696,2350
268,19,66,2350,24,2814,2350
272,19,67,3850,25,3908,2350
276,19,68,3850,26,3260,3850
280,19,69,3850,26,2416,3850
284,19,70,3850,26,1837,3850
288,19,71,3850,26,610,3850
292,19,72,3850,25,1157,3850
296,19,73,3850,25,200,3850
300,19,74,3850,27,1158,3850
304,19,75,3850,26,2510,3850
308,19,76,3850,26,3446,3850
312,19,77,3850,26,2804,3850
316,19,78,3850,26,3250,3850
320,19,79,3850,27,4189,3850
324,19,80,3850,28,3094,3850
328,19,81,3850,28,1608,3850
332,19,82,3850,26,3101,3850
336,19,83,3850,25,3418,3850
340,19,84,3850,25,3760,3850
344,19,85,3850,26,4421,3850
348,19,86,3850,26,4821,3850
352,19,87,3850,27,5595,3850
356,19,88,3850,27,5560,3850
360,19,89,3850,27,5132,3850
4,20,0,3850,27,4990,3850
8,20,1,4300,26,6360,3850
12,20,2,4300,26,4873,4300
16,20,3,4300,26,4673,4300
20,20,4,4300,26,3967,4300
24,20,5,4300,26,2837,4300
28,20,6,4300,25,1761,4300
32,20,7,4300,25,813,4300
36,20,8,4300,25,439,4300
40,20,9,4300,25,200,4300
44,20,10,235,19,1208,4300
48,20,11,2350,19,2388,235
52,20,12,2350,20,2384,2350
56,20,13,2350,21,2016,2350
60,20,14,2350,20,1519,2350
64,20,15,2350,20,1266,2350
68,20,16,2350,20,457,2350
72,20,17,2350,20,200,2350
76,20,18,2350,26,1235,2350
80,20,19,2350,26,507,2350
84,20,20,2350,26,200,2350
88,20,21,2350,20,1436,2350
92,20,22,235,19,1382,2350
96,20,23,1050,19,1066,235
100,20,24,1750,18,2254,1050
104,20,25,2350,18,2659,1750
108,20,26,3850,18,3902,2350
112,20,27,235,18,3043,3850
116,20,28,3000,19,3732,235
120,20,29,235,19,2825,3000
124,20,30,3850,20,4028,235
128,20,31,3850,20,4683,3850
132,20,32,3850,21,5481,3850
136,20,33,3850,20,4518,3850
140,20,34,3850,20,5976,3850
144,20,35,3850,20,4887,3850
148,20,36,3850,19,6225,3850
152,20,37,3850,19,4839,3850
156,20,38,3850,18,4950,3850
160,20,39,3850,17,5225,3850
164,20,40,3850,18,4681,3850
168,20,41,3850,18,5781,3850
172,20,42,3850,18,4292,3850
176,20,43,3850,18,5332,3850
180,20,44,3850,18,5145,3850
184,20,45,3850,17,4812,3850
188,20,46,235,17,3826,3850
192,20,47,3000,18,3143,235
196,20,48,235,18,1934,3000
200,20,49,1750,19,2018,235
204,20,50,2350,19,2515,1750
208,20,51,3000,20,3482,2350
212,20,52,3000,20,2618,3000
216,20,53,3000,21,2143,3000
220,20,54,3000,22,1753,3000
224,20,55,3000,22,823,3000
228,20,56,3000,22,200,3000
232,20,57,235,19,1298,3000
236,20,58,1050,18,1126,235
240,20,59,235,17,1047,1050
244,20,60,4300,17,200,235
248,20,61,235,16,803,4300
252,20,62,1750,14,2275,235
256,20,63,3000,14,3029,1750
260,20,64,3000,13,3528,3000
264,20,65,235,14,2223,3000
268,20,66,2350,15,2540,235
272,20,67,235,16,1753,2350
276,20,68,3000,16,3096,235
280,20,69,3000,16,3513,3000
284,20,70,3000,17,3218,3000
288,20,71,3850,17,4048,3000
292,20,72,235,17,3683,3850
296,20,73,3850,17,3857,235
300,20,74,235,18,3747,3850
304,20,75,3000,18,3103,235
308,20,76,3000,17,3592,3000
312,20,77,3000,18,3256,3000
316,20,78,235,18,2322,3000
320,20,79,3000,19,3559,235
324,20,80,3850,20,4269,3000
328,20,81,3850,19,5140,3850
332,20,82,3850,19,4866,3850
336,20,83,3850,18,5273,3850
340,20,84,3850,18,4293,3850
344,20,85,3850,19,5003,3850
348,20,86,3850,19,4155,3850
352,20,87,235,19,2661,3850
356,20,88,3850,20,3879,235
360,20,89,3850,19,4741,3850
4,21,0,3850,20,3995,3850
8,21,1,3850,21,3782,3850
12,21,2,3850,22,5000,3850
16,21,3,3850,23,5387,3850
20,21,4,3850,22,4410,3850
24,21,5,3850,21,5444,3850
28,21,6,3850,20,4381,3850
32,21,7,3850,20,5671,3850
36,21,8,3850,19,5083,3850
40,21,9,3850,20,4034,3850
44,21,10,235,19,2680,3850
48,21,11,1750,18,2107,235
52,21,12,3000,19,3418,1750
56,21,13,3850,20,4184,3000
60,21,14,3850,20,2946,3850
64,21,15,3850,20,1930,3850
68,21,16,3850,20,1394,3850
72,21,17,3850,20,1054,3850
76,21,18,235,19,1217,3850
80,21,19,4300,19,200,235
84,21,20,235,18,437,4300
88,21,21,4300,18,200,235
92,21,22,235,18,273,4300
96,21,23,1050,22,1262,235
100,21,24,1750,22,1853,1050
104,21,25,2350,21,2456,1750
108,21,26,2350,20,2855,2350
112,21,27,3000,19,3476,2350
116,21,28,3850,19,4811,3000
120,21,29,3850,20,3655,3850
124,21,30,3850,21,3918,3850
128,21,31,3850,21,4049,3850
132,21,32,3850,21,3374,3850
136,21,33,3850,21,4486,3850
140,21,34,3850,22,4740,3850
144,21,35,3850,22,5230,3850
148,21,36,3850,22,3868,3850
152,21,37,3850,22,3803,3850
156,21,38,3850,22,5294,3850
160,21,39,3850,21,4206,3850
164,21,40,3850,21,4119,3850
168,21,41,3850,21,2793,3850
172,21,42,3850,22,4127,3850
176,21,43,3850,22,3702,3850
180,21,44,3850,22,2273,3850
184,21,45,3850,22,2431,3850
188,21,46,3850,22,2162,3850
192,21,47,3850,22,1428,3850
196,21,48,3850,23,1629,3850
200,21,49,3850,23,991,3850
204,21,50,3850,21,2058,3850
208,21,51,3850,21,1761,3850
212,21,52,3850,23,2887,3850
216,21,53,3850,23,4071,3850
220,21,54,3850,23,3691,3850
224,21,55,3850,22,3505,3850
228,21,56,3850,23,3575,3850
232,21,57,3850,23,4834,3850
236,21,58,3850,24,5824,3850
240,21,59,3850,24,4991,3850
244,21,60,3850,24,5333,3850
248,21,61,3850,23,5012,3850
252,21,62,3850,23,4828,3850
256,21,63,3850,22,4992,3850
260,21,64,3850,23,3937,3850
264,21,65,3850,22,3512,3850
268,21,66,3850,22,2542,3850
272,21,67,3850,22,2107,3850
276,21,68,3850,22,1195,3850
280,21,69,3850,23,1575,3850
284,21,70,3850,24,2520,3850
288,21,71,3850,24,1176,3850
292,21,72,3850,24,1732,3850
296,21,73,3850,24,709,3850
300,21,74,3850,24,200,3850
304,21,75,3850,23,1151,3850
308,21,76,3850,24,1599,3850
312,21,77,3850,25,2305,3850
316,21,78,3850,24,2308,3850
320,21,79,3850,23,3115,3850
324,21,80,3850,24,4522,3850
328,21,81,3850,23,5665,3850
332,21,82,3850,23,4632,3850
336,21,83,3850,22,5970,3850
340,21,84,3850,22,4946,3850
344,21,85,3850,21,5996,3850
348,21,86,3850,21,5197,3850
352,21,87,3850,20,4480,3850
356,21,88,3850,20,5040,3850
360,21,89,3850,20,4760,3850
4,22,0,3850,19,3860,3850
8,22,1,235,19,2683,3850
12,22,2,3000,18,3688,235
16,22,3,235,18,2355,3000
20,22,4,2350,18,2982,235
24,22,5,3000,19,3675,2350
28,22,6,3000,19,3335,3000
32,22,7,235,19,2675,3000
36,22,8,2350,19,2731,235
40,22,9,3000,19,3808,2350
44,22,10,3850,19,4689,3000
48,22,11,3850,18,5385,3850
52,22,12,3850,18,3904,3850
56,22,13,235,17,3655,3850
60,22,14,3850,18,4865,235
64,22,15,3850,17,4194,3850
68,22,16,3850,16,4993,3850
72,22,17,3850,16,5785,3850
76,22,18,3850,17,4739,3850
80,22,19,3850,17,5493,3850
84,22,20,3850,17,4838,3850
88,22,21,3850,17,5316,3850
92,22,22,3850,17,4013,3850
96,22,23,3850,17,4186,3850
100,22,24,3850,16,4509,3850
104,22,25,3850,17,4997,3850
108,22,26,3850,16,5400,3850
112,22,27,3850,16,4662,3850
116,22,28,3850,17,5266,3850
120,22,29,235,17,3779,3850
124,22,30,3850,16,4662,235
128,22,31,3850,16,5501,3850
132,22,32,3850,16,4433,3850
136,22,33,3850,15,5002,3850
140,22,34,235,14,3584,3850
144,22,35,3850,13,4479,235
148,22,36,235,13,3180,3850
152,22,37,3850,13,4180,235
156,22,38,3850,13,4716,3850
160,22,39,3850,14,5557,3850
164,22,40,3850,14,4798,3850
168,22,41,3850,15,4909,3850
172,22,42,3850,14,4020,3850
176,22,43,235,14,2540,3850
180,22,44,3000,13,3403,235
184,22,45,3000,13,3620,3000
188,22,46,3000,13,3006,3000
192,22,47,235,12,2848,3000
196,22,48,1750,12,2028,235
200,22,49,2350,13,2655,1750
204,22,50,235,14,2057,2350
208,22,51,560,14,721,235
212,22,52,235,14,200,560
216,22,53,1050,14,1622,235
220,22,54,1750,13,1777,1050
224,22,55,1750,12,2277,1750
228,22,56,235,12,1576,1750
232,22,57,2350,10,2518,235
236,22,58,3000,10,3815,2350
240,22,59,3000,10,3663,3000
244,22,60,3850,11,4884,3000
248,22,61,3850,11,4293,3850
252,22,62,3850,10,4509,3850
256,22,63,3850,11,4974,3850
260,22,64,3850,11,4370,3850
264,22,65,3850,11,3958,3850
268,22,66,235,11,2910,3850
272,22,67,1750,11,1921,235
276,22,68,3000,10,3298,1750
280,22,69,3850,10,4740,3000
284,22,70,3850,10,3973,3850
288,22,71,3850,10,4684,3850
292,22,72,3850,10,4989,3850
296,22,73,235,10,3562,3850
300,22,74,2350,11,2993,235
304,22,75,3850,11,3939,2350
308,22,76,235,10,3569,3850
312,22,77,2350,10,2903,235
316,22,78,2350,9,2805,2350
320,22,79,235,9,1940,2350
324,22,80,3000,9,3106,235
328,22,81,235,10,2508,3000
332,22,82,1050,10,1278,235
336,22,83,2350,8,2390,1050
340,22,84,235,7,2325,2350
344,22,85,1750,8,2050,235
348,22,86,3000,9,3038,1750
352,22,87,235,9,2411,3000
356,22,88,2350,10,2888,235
360,22,89,235,10,1682,2350
4,23,0,235,10,253,235
8,23,1,375,12,459,235
12,23,2,560,13,704,375
16,23,3,750,14,998,560
20,23,4,750,15,956,750
24,23,5,235,15,200,750
28,23,6,1050,13,1638,235
32,23,7,235,13,310,1050
36,23,8,4300,13,200,235
40,23,9,235,14,431,4300
44,23,10,1050,15,1257,235
48,23,11,1050,14,1296,1050
52,23,12,1050,14,1056,1050
56,23,13,235,14,921,1050
60,23,14,4300,14,200,235
64,23,15,235,14,1349,4300
68,23,16,1750,15,2334,235
72,23,17,235,15,948,1750
76,23,18,1750,13,2166,235
80,23,19,2350,12,2910,1750
84,23,20,3850,13,3934,2350
88,23,21,3850,14,4635,3850
92,23,22,235,15,3408,3850
96,23,23,1750,15,1946,235
100,23,24,2350,16,2780,1750
104,23,25,235,16,2329,2350
108,23,26,3000,16,3237,235
112,23,27,235,17,2865,3000
116,23,28,1750,17,2345,235
120,23,29,235,17,1558,1750
124,23,30,1050,17,1733,235
128,23,31,235,17,421,1050
132,23,32,1050,20,1421,235
136,23,33,2350,21,2535,1050
140,23,34,2350,21,1603,2350
144,23,35,2350,21,569,2350
148,23,36,2350,21,200,2350
152,23,37,2350,21,295,2350
156,23,38,2350,21,200,2350
160,23,39,2350,22,894,2350
164,23,40,2350,22,200,2350
168,23,41,2350,20,652,2350
172,23,42,2350,21,1209,2350
176,23,43,2350,21,208,2350
180,23,44,2350,20,514,2350
184,23,45,2350,21,775,2350
188,23,46,2350,21,200,2350
192,23,47,2350,25,1221,2350
196,23,48,2350,25,466,2350
200,23,49,2350,25,200,2350
204,23,50,2350,26,254,2350
208,23,51,2350,26,200,2350
212,23,52,2350,25,782,2350
216,23,53,2350,25,200,2350
220,23,54,2350,26,502,2350
224,23,55,2350,28,1001,2350
228,23,56,2350,28,200,2350
232,23,57,2350,25,1430,2350
236,23,58,2350,25,1384,2350
240,23,59,2350,25,620,2350
244,23,60,2350,25,331,2350
248,23,61,2350,25,200,2350
252,23,62,2350,24,1060,2350
256,23,63,2350,25,831,2350
260,23,64,2350,25,200,2350
264,23,65,2350,25,301,2350
268,23,66,2350,26,1405,2350
272,23,67,2350,26,1349,2350
276,23,68,2350,24,2849,2350
280,23,69,3850,23,4033,2350
284,23,70,3850,22,4586,3850
288,23,71,3850,23,4335,3850
292,23,72,3850,23,5771,3850
296,23,73,3850,23,5128,3850
300,23,74,3850,23,4759,3850
304,23,75,3850,22,5317,3850
308,23,76,3850,22,4252,3850
312,23,77,3850,22,3292,3850
316,23,78,3850,22,2841,3850
320,23,79,3850,23,3979,3850
324,23,80,3850,23,3930,3850
328,23,81,3850,23,2659,3850
332,23,82,3850,23,2006,3850
336,23,83,3850,23,617,3850
340,23,84,3850,23,320,3850
344,23,85,3850,22,674,3850
348,23,86,3850,22,238,3850
352,23,87,3850,23,757,3850
356,23,88,3850,22,1719,3850
360,23,89,3850,22,1927,3850
4,24,0,3850,21,3161,3850
8,24,1,3850,21,2510,3850
12,24,2,3850,21,2225,3850
16,24,3,3850,22,2503,3850
20,24,4,3850,22,1526,3850
24,24,5,3850,22,1938,3850
28,24,6,3850,21,1457,3850
32,24,7,3850,21,1808,3850
36,24,8,3850,21,782,3850
40,24,9,3850,22,553,3850
44,24,10,3850,23,433,3850
48,24,11,3850,24,518,3850
52,24,12,3850,24,200,3850
56,24,13,3850,24,800,3850
60,24,14,3850,25,1902,3850
64,24,15,3850,24,2885,3850
68,24,16,3850,24,2368,3850
72,24,17,3850,23,3610,3850
76,24,18,3850,24,3953,3850
80,24,19,3850,24,2636,3850
84,24,20,3850,24,3120,3850
88,24,21,3850,25,4104,3850
92,24,22,3850,25,5249,3850
96,24,23,3850,24,4596,3850
100,24,24,3850,24,5025,3850
104,24,25,3850,24,4240,3850
108,24,26,3850,24,4725,3850
112,24,27,3850,23,5832,3850
116,24,28,3850,23,4357,3850
120,24,29,3850,23,4538,3850
124,24,30,3850,23,5392,3850
128,24,31,3850,23,4226,3850
132,24,32,3850,22,4603,3850
136,24,33,3850,22,3463,3850
140,24,34,3850,21,4699,3850
144,24,35,3850,21,5128,3850
148,24,36,3850,21,4921,3850
152,24,37,3850,21,4323,3850
156,24,38,3850,21,3985,3850
160,24,39,3850,22,3599,3850
164,24,40,3850,22,2507,3850
168,24,41,3850,23,2994,3850
172,24,42,3850,23,1660,3850
176,24,43,3850,23,1355,3850
180,24,44,3850,23,1506,3850
184,24,45,3850,24,2197,3850
188,24,46,3850,23,2215,3850
192,24,47,3850,23,1440,3850
196,24,48,3850,23,1496,3850
200,24,49,3850,23,2018,3850
204,24,50,3850,24,1785,3850
208,24,51,3850,25,2769,3850
212,24,52,3850,25,3797,3850
216,24,53,3850,25,2744,3850
220,24,54,3850,26,4214,3850
224,24,55,3850,26,5636,3850
228,24,56,3850,26,5219,3850
232,24,57,3850,25,4707,3850
236,24,58,3850,24,5706,3850
240,24,59,3850,23,4311,3850
244,24,60,3850,23,4977,3850
248,24,61,3850,22,5908,3850
252,24,62,3850,22,4606,3850
256,24,63,3850,22,4984,3850
260,24,64,3850,23,3764,3850
264,24,65,3850,23,2501,3850
268,24,66,3850,22,1835,3850
272,24,67,3850,23,2346,3850
276,24,68,3850,23,1451,3850
280,24,69,3850,23,1434,3850
284,24,70,3850,24,2737,3850
288,24,71,3850,23,3226,3850
292,24,72,3850,22,2779,3850
296,24,73,3850,21,3111,3850
300,24,74,3850,20,3581,3850
304,24,75,3850,19,3914,3850
308,24,76,3850,20,4521,3850
312,24,77,3850,20,3638,3850
316,24,78,3850,20,3909,3850
320,24,79,3850,20,3236,3850
324,24,80,3850,20,2748,3850
328,24,81,235,19,2857,3850
332,24,82,2350,20,2635,235
336,24,83,2350,20,1509,2350
340,24,84,2350,20,249,2350
344,24,85,2350,21,200,2350
348,24,86,2350,24,718,2350
352,24,87,2350,24,564,2350
356,24,88,2350,24,200,2350
360,24,89,2350,24,900,2350
4,25,0,2350,24,200,2350
8,25,1,2350,31,1430,2350
12,25,2,2350,31,1077,2350
16,25,3,2350,33,1864,2350
20,25,4,2350,32,2996,2350
24,25,5,3000,32,3112,2350
28,25,6,3000,32,2939,3000
32,25,7,3000,32,2121,3000
36,25,8,3000,31,1914,3000
40,25,9,3000,31,938,3000
44,25,10,3000,31,1169,3000
48,25,11,3000,31,1085,3000
52,25,12,3000,32,2336,3000
56,25,13,3000,32,3667,3000
60,25,14,3000,33,2757,3000
64,25,15,3000,33,2048,3000
68,25,16,3000,34,3109,3000
72,25,17,3000,34,3627,3000
76,25,18,3000,34,2135,3000
80,25,19,3000,34,2315,3000
84,25,20,3000,34,1350,3000
88,25,21,3000,34,1461,3000
92,25,22,3000,35,2200,3000
96,25,23,3000,36,3470,3000
100,25,24,3000,37,2887,3000
104,25,25,3850,36,4135,3000
108,25,26,3850,36,3759,3850
112,25,27,3850,35,3610,3850
116,25,28,3850,36,4227,3850
120,25,29,3850,36,3066,3850
124,25,30,3850,35,3121,3850
128,25,31,3850,36,3666,3850
132,25,32,3850,36,2652,3850
136,25,33,3850,37,3681,3850
140,25,34,4300,37,4738,3850
144,25,35,4300,36,4110,4300
148,25,36,4300,36,4959,4300
152,25,37,4300,37,6128,4300
156,25,38,4300,37,5698,4300
160,25,39,4300,37,4350,4300
164,25,40,4300,37,5497,4300
168,25,41,4300,36,5219,4300
172,25,42,4300,36,4789,4300
176,25,43,4300,36,4491,4300
180,25,44,4300,35,5009,4300
184,25,45,4300,35,4689,4300
188,25,46,4300,34,5463,4300
192,25,47,4300,34,5060,4300
196,25,48,4300,34,4818,4300
200,25,49,4300,34,5091,4300
204,25,50,4300,35,5020,4300
208,25,51,4300,34,4924,4300
212,25,52,4300,34,4375,4300
216,25,53,4300,34,4440,4300
220,25,54,4300,33,4277,4300
224,25,55,4300,33,3351,4300
228,25,56,4300,34,2857,4300
232,25,57,4300,33,4313,4300
236,25,58,4300,33,2876,4300
240,25,59,4300,33,2333,4300
244,25,60,4300,34,2575,4300
248,25,61,4300,35,2517,4300
252,25,62,4300,35,1190,4300
256,25,63,4300,36,2379,4300
260,25,64,4300,37,2481,4300
264,25,65,4300,37,3558,4300
268,25,66,4300,38,2530,4300
272,25,67,4300,38,1684,4300
276,25,68,4300,40,2895,4300
280,25,69,4300,40,1703,4300
284,25,70,4300,40,3061,4300
288,25,71,4300,39,4154,4300
292,25,72,4300,40,3193,4300
296,25,73,4300,40,3421,4300
300,25,74,4300,40,4328,4300
304,25,75,4300,40,5488,4300
308,25,76,4300,39,5425,4300
312,25,77,4300,39,5094,4300
316,25,78,4300,40,4226,4300
320,25,79,4300,41,3107,4300
324,25,80,4300,40,3077,4300
328,25,81,4300,41,4316,4300
332,25,82,4300,41,3422,4300
336,25,83,4300,41,3388,4300
340,25,84,4300,41,3159,4300
344,25,85,4300,42,2398,4300
348,25,86,4300,43,2538,4300
352,25,87,4300,43,2176,4300
356,25,88,4300,43,1975,4300
360,25,89,4300,44,3199,4300
4,26,0,4300,44,1910,4300
8,26,1,4300,45,1399,4300
12,26,2,4300,45,1786,4300
16,26,3,4300,45,1707,4300
20,26,4,4300,45,2623,4300
24,26,5,4300,45,1297,4300
28,26,6,4300,44,2593,4300
32,26,7,4300,43,2037,4300
36,26,8,4300,43,1786,4300
40,26,9,4300,44,1192,4300
44,26,10,4300,44,1068,4300
48,26,11,4300,43,1161,4300
52,26,12,4300,42,957,4300
56,26,13,4300,41,821,4300
60,26,14,4300,42,1076,4300
64,26,15,4300,42,433,4300
68,26,16,4300,43,1634,4300
72,26,17,4300,43,1078,4300
76,26,18,4300,43,200,4300
80,26,19,4300,45,435,4300
84,26,20,4300,45,200,4300
88,26,21,4300,50,1093,4300
92,26,22,4300,49,2204,4300
96,26,23,4300,49,2985,4300
100,26,24,4300,49,3156,4300
104,26,25,4300,49,1853,4300
108,26,26,4300,49,1697,4300
112,26,27,4300,48,2881,4300
116,26,28,4300,49,3249,4300
120,26,29,4300,49,2354,4300
124,26,30,4300,49,3166,4300
128,26,31,4300,50,4451,4300
132,26,32,4300,51,5866,4300
136,26,33,4300,50,5826,4300
140,26,34,4300,50,4980,4300
144,26,35,4300,50,5465,4300
148,26,36,4300,49,4874,4300
152,26,37,4300,49,5216,4300
156,26,38,4300,49,4597,4300
160,26,39,4300,49,4459,4300
164,26,40,4300,49,4177,4300
168,26,41,4300,48,3547,4300
172,26,42,4300,47,2063,4300
176,26,43,4300,48,3170,4300
180,26,44,4300,48,2666,4300
184,26,45,4300,48,1909,4300
188,26,46,4300,48,761,4300
192,26,47,4300,49,691,4300
196,26,48,4300,46,1924,4300
200,26,49,4300,47,1271,4300
204,26,50,4300,47,1057,4300
208,26,51,4300,45,2184,4300
212,26,52,4300,44,3410,4300
216,26,53,4300,43,3238,4300
220,26,54,4300,43,3113,4300
224,26,55,4300,43,3748,4300
228,26,56,4300,43,3870,4300
232,26,57,4300,43,2906,4300
236,26,58,4300,43,3072,4300
240,26,59,4300,42,2086,4300
244,26,60,4300,42,3059,4300
248,26,61,4300,43,4558,4300
252,26,62,4300,42,5113,4300
256,26,63,4300,42,3860,4300
260,26,64,4300,42,4423,4300
264,26,65,4300,43,4668,4300
268,26,66,4300,44,4642,4300
272,26,67,4300,44,3842,4300
276,26,68,4300,43,4795,4300
280,26,69,4300,43,4361,4300
284,26,70,4300,44,2896,4300
288,26,71,4300,43,2856,4300
292,26,72,4300,43,1536,4300
296,26,73,4300,43,827,4300
300,26,74,4300,42,1415,4300
304,26,75,4300,42,773,4300
308,26,76,4300,42,532,4300
312,26,77,4300,42,236,4300
316,26,78,4300,42,222,4300
320,26,79,4300,43,200,4300
324,26,80,4300,44,1351,4300
328,26,81,4300,44,1116,4300
332,26,82,4300,42,2468,4300
336,26,83,4300,42,3771,4300
340,26,84,4300,42,4931,4300
344,26,85,4300,42,5638,4300
348,26,86,4300,43,4975,4300
352,26,87,4300,42,6253,4300
356,26,88,4300,42,6022,4300
360,26,89,4300,42,4930,4300
4,27,0,4300,41,5509,4300
8,27,1,4300,41,4692,4300
12,27,2,4300,42,5820,4300
16,27,3,4300,42,4933,4300
20,27,4,4300,42,4911,4300
24,27,5,4300,41,5094,4300
28,27,6,4300,42,3990,4300
32,27,7,4300,41,3295,4300
36,27,8,4300,41,2472,4300
40,27,9,4300,41,1285,4300
44,27,10,4300,42,1568,4300
48,27,11,4300,42,905,4300
52,27,12,4300,42,293,4300
56,27,13,4300,42,679,4300
60,27,14,4300,42,200,4300
64,27,15,4300,37,1402,4300
68,27,16,4300,37,976,4300
72,27,17,4300,36,1729,4300
76,27,18,4300,34,2698,4300
80,27,19,4300,33,2978,4300
84,27,20,4300,32,2540,4300
88,27,21,4300,32,3004,4300
92,27,22,4300,31,4194,4300
96,27,23,4300,31,5367,4300
100,27,24,4300,30,4801,4300
104,27,25,4300,29,5704,4300
108,27,26,4300,29,5301,4300
112,27,27,4300,28,4965,4300
116,27,28,4300,29,4183,4300
120,27,29,4300,29,4341,4300
124,27,30,4300,30,4322,4300
128,27,31,4300,31,5311,4300
132,27,32,4300,31,4182,4300
136,27,33,4300,31,3366,4300
140,27,34,4300,30,3856,4300
144,27,35,4300,30,3595,4300
148,27,36,4300,30,4971,4300
152,27,37,4300,31,4234,4300
156,27,38,4300,31,3772,4300
160,27,39,4300,32,4935,4300
164,27,40,4300,32,5134,4300
168,27,41,4300,33,4154,4300
172,27,42,4300,33,3464,4300
176,27,43,4300,34,2955,4300
180,27,44,4300,35,3768,4300
184,27,45,4300,35,2855,4300
188,27,46,4300,35,3024,4300
192,27,47,4300,34,3161,4300
196,27,48,4300,34,3381,4300
200,27,49,4300,35,3031,4300
204,27,50,4300,35,4175,4300
208,27,51,4300,36,5124,4300
212,27,52,4300,36,5120,4300
216,27,53,4300,35,3981,4300
220,27,54,4300,35,5004,4300
224,27,55,4300,36,4012,4300
228,27,56,4300,36,3315,4300
232,27,57,4300,36,3460,4300
236,27,58,4300,36,2160,4300
240,27,59,4300,36,3326,4300
244,27,60,4300,36,2845,4300
248,27,61,4300,36,4190,4300
252,27,62,4300,36,5526,4300
256,27,63,4300,36,4610,4300
260,27,64,4300,35,5981,4300
264,27,65,4300,35,5028,4300
268,27,66,4300,35,4134,4300
272,27,67,4300,35,4631,4300
276,27,68,4300,34,5760,4300
280,27,69,4300,35,5088,4300
284,27,70,4300,35,3859,4300
288,27,71,4300,35,2830,4300
292,27,72,4300,36,1769,4300
296,27,73,4300,36,1321,4300
300,27,74,4300,35,2423,4300
304,27,75,4300,36,3737,4300
308,27,76,4300,36,4700,4300
312,27,77,4300,36,4042,4300
316,27,78,4300,37,4695,4300
320,27,79,4300,37,3590,4300
324,27,80,4300,37,2930,4300
328,27,81,4300,36,3586,4300
332,27,82,4300,36,2819,4300
336,27,83,4300,35,3891,4300
340,27,84,4300,34,4418,4300
344,27,85,4300,35,4178,4300
348,27,86,4300,34,3752,4300
352,27,87,4300,34,3656,4300
356,27,88,4300,35,4371,4300
360,27,89,4300,35,4978,4300
4,28,0,4300,35,4048,4300
8,28,1,4300,35,4195,4300
12,28,2,4300,34,4066,4300
16,28,3,4300,34,3738,4300
20,28,4,4300,34,3674,4300
24,28,5,4300,34,4846,4300
28,28,6,4300,33,4243,4300
32,28,7,4300,33,2858,4300
36,28,8,4300,32,3376,4300
40,28,9,4300,32,2573,4300
