Time,Cycle,Iteration,PacketSize,B,C,R_last
188,37,46,235,12,1406,2350
192,37,47,2350,12,2715,235
196,37,48,235,12,1456,2350
200,37,49,1050,12,1277,235
204,37,50,2350,13,2554,1050
208,37,51,3000,13,3388,2350
212,37,52,235,14,2964,3000
216,37,53,2350,14,2640,235
220,37,54,235,13,1948,2350
224,37,55,375,13,475,235
228,37,56,235,13,200,375
232,37,57,750,15,1019,235
236,37,58,1050,15,1137,750
240,37,59,235,15,358,1050
244,37,60,375,16,433,235
248,37,61,235,16,200,375
252,37,62,235,16,268,235
256,37,63,4300,16,200,235
260,37,64,235,16,230,4300
264,37,65,4300,17,200,235
268,37,66,4300,21,1354,4300
272,37,67,4300,20,1424,4300
276,37,68,235,19,2028,4300
280,37,69,2350,19,2648,235
284,37,70,3000,19,3414,2350
288,37,71,235,18,2827,3000
292,37,72,3000,18,3845,235
296,37,73,3850,19,4378,3000
300,37,74,3850,20,4362,3850
304,37,75,3850,19,4662,3850
308,37,76,235,19,3471,3850
312,37,77,2350,20,2996,235
316,37,78,2350,20,2209,2350
320,37,79,2350,21,2389,2350
324,37,80,2350,21,1041,2350
328,37,81,2350,22,1335,2350
332,37,82,2350,21,1359,2350
336,37,83,2350,22,2247,2350
340,37,84,2350,23,1575,2350
344,37,85,2350,24,2239,2350
348,37,86,2350,24,937,2350
352,37,87,2350,25,951,2350
356,37,88,2350,25,200,2350
360,37,89,2350,25,210,2350
4,38,0,2350,24,1102,2350
8,38,1,2350,24,2523,2350
12,38,2,2350,24,2485,2350
16,38,3,3000,24,3211,2350
20,38,4,3850,25,4547,3000
24,38,5,3850,25,3530,3850
28,38,6,3850,24,4088,3850
32,38,7,3850,24,3921,3850
36,38,8,3850,24,4117,3850
40,38,9,3850,24,3420,3850
44,38,10,3850,24,1934,3850
48,38,11,3850,24,1680,3850
52,38,12,3850,23,2932,3850
56,38,13,3850,22,3229,3850
60,38,14,3850,21,2162,3850
64,38,15,3850,21,3044,3850
68,38,16,3850,20,3458,3850
72,38,17,3850,21,2802,3850
76,38,18,3850,22,2858,3850
80,38,19,3850,23,3971,3850
84,38,20,3850,22,4997,3850
88,38,21,3850,22,3533,3850
92,38,22,3850,21,4017,3850
96,38,23,3850,21,2765,3850
100,38,24,3850,21,1700,3850
104,38,25,3850,21,472,3850
108,38,26,3850,22,1751,3850
112,38,27,3850,23,2584,3850
116,38,28,3850,22,3597,3850
120,38,29,3850,21,3919,3850
124,38,30,3850,20,4779,3850
128,38,31,3850,21,5432,3850
132,38,32,3850,21,4906,3850
136,38,33,3850,21,4074,3850
140,38,34,3850,21,4827,3850
144,38,35,3850,22,6022,3850
148,38,36,3850,22,5882,3850
152,38,37,3850,21,4646,3850
156,38,38,3850,20,4836,3850
160,38,39,3850,20,3376,3850
164,38,40,3850,21,4636,3850
168,38,41,3850,20,4017,3850
172,38,42,3850,20,3343,3850
176,38,43,235,19,3148,3850
180,38,44,2350,19,2575,235
184,38,45,235,19,1094,2350
188,38,46,1750,20,1782,235
192,38,47,1750,21,1980,1750
196,38,48,3000,20,3457,1750
200,38,49,3850,19,4350,3000
204,38,50,235,19,3051,3850
208,38,51,1050,19,1617,235
212,38,52,235,19,200,1050
216,38,53,235,20,329,235
220,38,54,235,21,274,235
224,38,55,235,22,200,235
228,38,56,750,24,974,235
232,38,57,750,24,263,750
236,38,58,750,24,200,750
240,38,59,750,22,728,750
244,38,60,750,22,338,750
248,38,61,750,22,200,750
252,38,62,750,22,702,750
256,38,63,750,22,907,750
260,38,64,1750,23,1994,750
264,38,65,1750,23,757,1750
268,38,66,1750,23,200,1750
272,38,67,1750,30,1454,1750
276,38,68,1750,29,1433,1750
280,38,69,2350,28,2836,1750
284,38,70,2350,28,2273,2350
288,38,71,2350,29,1559,2350
292,38,72,2350,28,1649,2350
296,38,73,2350,28,2390,2350
300,38,74,2350,28,917,2350
304,38,75,2350,27,1627,2350
308,38,76,2350,27,1988,2350
312,38,77,3000,27,3407,2350
316,38,78,3000,27,2859,3000
320,38,79,3850,26,3944,3000
324,38,80,3850,25,4799,3850
328,38,81,3850,25,3598,3850
332,38,82,3850,24,2882,3850
336,38,83,3850,24,1833,3850
340,38,84,3850,24,388,3850
344,38,85,3850,25,588,3850
348,38,86,3850,24,881,3850
352,38,87,3850,23,1848,3850
356,38,88,3850,23,819,3850
360,38,89,3850,21,1437,3850
4,39,0,3850,22,2160,3850
8,39,1,3850,21,3195,3850
12,39,2,3850,20,3175,3850
16,39,3,3850,20,2009,3850
20,39,4,235,19,1538,3850
24,39,5,750,19,1000,235
28,39,6,1050,18,1186,750
32,39,7,235,18,477,1050
36,39,8,4300,18,200,235
40,39,9,235,15,757,4300
44,39,10,1750,18,2073,235
48,39,11,3000,17,3362,1750
52,39,12,3850,18,4388,3000
56,39,13,3850,18,4987,3850
60,39,14,3850,17,4753,3850
64,39,15,3850,16,4984,3850
68,39,16,3850,15,5372,3850
72,39,17,3850,15,5270,3850
76,39,18,3850,15,5223,3850
80,39,19,3850,15,4174,3850
84,39,20,3850,14,4404,3850
88,39,21,3850,14,5101,3850
92,39,22,3850,14,4800,3850
96,39,23,3850,14,4778,3850
100,39,24,3850,14,4412,3850
104,39,25,235,14,3611,3850
108,39,26,3850,13,4221,235
112,39,27,3850,12,4180,3850
116,39,28,3850,12,4243,3850
120,39,29,235,12,3702,3850
124,39,30,2350,12,2791,235
128,39,31,3000,13,3600,2350
132,39,32,3000,13,3686,3000
136,39,33,3850,12,4274,3000
140,39,34,3850,12,4855,3850
144,39,35,3850,11,5737,3850
148,39,36,3850,11,4715,3850
152,39,37,235,10,3376,3850
156,39,38,3850,10,4712,235
160,39,39,235,10,3227,3850
164,39,40,1750,10,2031,235
168,39,41,3000,9,3096,1750
172,39,42,3850,9,4221,3000
176,39,43,3850,10,4866,3850
180,39,44,3850,10,5622,3850
184,39,45,3850,11,5453,3850
188,39,46,3850,11,5342,3850
192,39,47,3850,10,4201,3850
196,39,48,3850,10,5193,3850
200,39,49,3850,9,5085,3850
204,39,50,235,9,3703,3850
208,39,51,3000,10,3707,235
212,39,52,3850,11,4544,3000
216,39,53,3850,11,5862,3850
220,39,54,3850,12,4625,3850
224,39,55,3850,12,4223,3850
228,39,56,3850,11,4160,3850
232,39,57,235,10,3145,3850
236,39,58,3000,11,3675,235
240,39,59,3850,11,4978,3000
244,39,60,3850,11,5762,3850
248,39,61,3850,12,4928,3850
252,39,62,3850,13,5659,3850
256,39,63,3850,13,5162,3850
260,39,64,3850,13,4928,3850
264,39,65,3850,13,4026,3850
268,39,66,235,13,3304,3850
272,39,67,3850,13,4536,235
276,39,68,235,12,3640,3850
280,39,69,2350,12,2630,235
284,39,70,3850,11,3938,2350
288,39,71,235,11,2852,3850
292,39,72,3850,12,4321,235
296,39,73,235,12,3118,3850
300,39,74,3000,13,3303,235
304,39,75,235,13,2190,3000
308,39,76,2350,13,2791,235
312,39,77,235,14,1928,2350
316,39,78,1750,14,2176,235
320,39,79,3000,15,3036,1750
324,39,80,3000,15,3172,3000
328,39,81,235,15,2677,3000
332,39,82,3000,15,3834,235
336,39,83,3850,14,3926,3000
340,39,84,235,14,2502,3850
344,39,85,1750,14,1830,235
348,39,86,2350,14,2861,1750
352,39,87,235,14,1987,2350
356,39,88,3000,15,3135,235
360,39,89,3000,15,3253,3000
4,40,0,235,15,2861,3000
8,40,1,2350,16,2472,235
12,40,2,3000,17,3352,2350
16,40,3,235,17,2911,3000
20,40,4,2350,16,2918,235
24,40,5,2350,15,2839,2350
28,40,6,2350,14,2985,2350
32,40,7,3850,13,3966,2350
36,40,8,235,13,3102,3850
40,40,9,3000,14,3837,235
44,40,10,3850,13,4197,3000
48,40,11,235,12,3087,3850
52,40,12,2350,11,2615,235
56,40,13,3000,10,3327,2350
60,40,14,3000,10,3344,3000
64,40,15,235,10,2710,3000
68,40,16,3000,10,3036,235
72,40,17,3850,9,4176,3000
76,40,18,235,9,2898,3850
80,40,19,1750,9,1762,235
84,40,20,2350,11,2847,1750
88,40,21,3000,10,3146,2350
92,40,22,3000,11,3261,3000
96,40,23,235,11,2559,3000
100,40,24,1050,11,1417,235
104,40,25,235,11,200,1050
108,40,26,1050,6,1651,235
112,40,27,2350,8,2937,1050
116,40,28,2350,7,2611,2350
120,40,29,3850,8,4103,2350
124,40,30,3850,9,5152,3850
128,40,31,3850,9,3937,3850
132,40,32,235,9,2614,3850
136,40,33,3850,9,3933,235
140,40,34,3850,8,4946,3850
144,40,35,3850,7,4747,3850
148,40,36,3850,7,5988,3850
152,40,37,3850,7,4820,3850
156,40,38,235,7,3391,3850
160,40,39,1750,8,1914,235
164,40,40,235,8,610,1750
168,40,41,1050,7,1276,235
172,40,42,1050,7,1379,1050
176,40,43,235,7,828,1050
180,40,44,1050,8,1355,235
184,40,45,1750,7,1791,1050
188,40,46,235,7,1251,1750
192,40,47,1050,7,1266,235
196,40,48,1050,6,1693,1050
200,40,49,1050,5,1533,1050
204,40,50,235,5,596,1050
208,40,51,375,5,472,235
212,40,52,235,5,200,375
216,40,53,1050,0,1344,235
220,40,54,1750,1,1872,1050
224,40,55,235,1,595,1750
228,40,56,750,1,937,235
232,40,57,1750,1,1807,750
236,40,58,2350,0,2672,1750
240,40,59,2350,0,2630,2350
244,40,60,2350,0,2676,2350
248,40,61,235,0,1668,2350
252,40,62,1050,0,1403,235
256,40,63,235,0,200,1050
260,40,64,1050,0,1565,235
264,40,65,1050,0,1472,1050
268,40,66,2350,0,2394,1050
272,40,67,2350,1,2911,2350
276,40,68,2350,1,2456,2350
280,40,69,3000,1,3237,2350
284,40,70,3000,2,3536,3000
288,40,71,235,2,2052,3000
292,40,72,2350,2,2454,235
296,40,73,3000,3,3375,2350
300,40,74,235,4,2670,3000
304,40,75,3000,5,3399,235
308,40,76,3850,6,4597,3000
312,40,77,235,7,3670,3850
316,40,78,3000,6,3331,235
320,40,79,3000,5,3499,3000
324,40,80,3850,5,3873,3000
328,40,81,3850,4,4506,3850
332,40,82,3850,4,4888,3850
336,40,83,3850,4,6321,3850
340,40,84,3850,4,5479,3850
344,40,85,3850,4,5176,3850
348,40,86,3850,4,4124,3850
352,40,87,3850,4,5244,3850
356,40,88,3850,4,4644,3850
360,40,89,3850,3,5691,3850
4,41,0,3850,2,4330,3850
8,41,1,235,2,3158,3850
12,41,2,1750,2,1841,235
16,41,3,235,2,581,1750
20,41,4,1050,0,1424,235
24,41,5,2350,1,2494,1050
28,41,6,2350,1,2424,2350
32,41,7,235,1,1851,2350
36,41,8,750,1,812,235
40,41,9,750,1,787,750
44,41,10,1050,1,1533,750
48,41,11,1050,1,1062,1050
52,41,12,1050,1,1351,1050
56,41,13,1750,1,2236,1050
60,41,14,3000,0,3137,1750
64,41,15,235,0,1963,3000
68,41,16,3000,0,3340,235
72,41,17,3000,0,3034,3000
76,41,18,3850,0,4228,3000
80,41,19,3850,0,5562,3850
84,41,20,3850,0,4368,3850
88,41,21,235,0,3542,3850
92,41,22,3850,0,4977,235
96,41,23,3850,1,6092,3850
100,41,24,3850,0,5367,3850
104,41,25,3850,0,4424,3850
108,41,26,235,1,2981,3850
112,41,27,1050,1,1636,235
116,41,28,3000,1,3088,1050
120,41,29,235,0,2181,3000
124,41,30,3000,0,3087,235
128,41,31,3850,1,4049,3000
132,41,32,3850,1,4371,3850
136,41,33,235,2,3350,3850
140,41,34,2350,1,2384,235
144,41,35,235,1,1081,2350
148,41,36,560,1,718,235
152,41,37,560,0,681,560
156,41,38,1050,0,1488,560
160,41,39,2350,0,2408,1050
164,41,40,2350,0,2420,2350
168,41,41,235,1,1761,2350
172,41,42,1750,2,2346,235
176,41,43,2350,2,2843,1750
180,41,44,235,2,1951,2350
184,41,45,2350,3,2705,235
188,41,46,2350,2,2396,2350
192,41,47,3000,1,3532,2350
196,41,48,235,2,2891,3000
200,41,49,1750,3,2060,235
204,41,50,2350,4,2587,1750
208,41,51,235,4,1509,2350
212,41,52,2350,5,2727,235
216,41,53,235,5,1711,2350
220,41,54,1750,4,2322,235
224,41,55,2350,4,2563,1750
228,41,56,3850,5,3945,2350
232,41,57,3850,5,4805,3850
236,41,58,3850,4,6223,3850
240,41,59,3850,4,5877,3850
244,41,60,3850,4,4844,3850
248,41,61,3850,5,4314,3850
252,41,62,3850,6,4530,3850
256,41,63,235,6,3678,3850
260,41,64,3850,6,4105,235
264,41,65,235,7,3166,3850
268,41,66,3000,6,3151,235
272,41,67,235,5,2873,3000
276,41,68,2350,6,2450,235
280,41,69,3000,7,3525,2350
284,41,70,3850,8,4407,3000
288,41,71,235,7,3770,3850
292,41,72,3850,6,4330,235
296,41,73,3850,6,5809,3850
300,41,74,3850,5,4393,3850
304,41,75,3850,5,4009,3850
308,41,76,3850,4,5197,3850
312,41,77,235,4,3722,3850
316,41,78,3850,5,3964,235
320,41,79,235,5,2600,3850
324,41,80,3850,5,4042,235
328,41,81,3850,6,5263,3850
332,41,82,3850,6,4143,3850
336,41,83,3850,6,5515,3850
340,41,84,3850,6,4774,3850
344,41,85,3850,6,4700,3850
348,41,86,3850,6,4021,3850
352,41,87,235,6,3076,3850
356,41,88,3000,6,3570,235
360,41,89,3850,7,3969,3000
4,42,0,235,7,3008,3850
8,42,1,2350,8,2514,235
12,42,2,3000,7,3707,2350
16,42,3,3000,7,3466,3000
20,42,4,235,7,2000,3000
24,42,5,1050,7,1307,235
28,42,6,1050,8,1475,1050
32,42,7,2350,8,2909,1050
36,42,8,2350,8,2763,2350
40,42,9,2350,8,2358,2350
44,42,10,235,8,1163,2350
48,42,11,4300,8,200,235
52,42,12,235,10,698,4300
56,42,13,1750,8,2022,235
60,42,14,3000,8,3423,1750
64,42,15,235,8,2092,3000
68,42,16,3000,8,3568,235
72,42,17,235,8,2829,3000
76,42,18,3000,7,3755,235
80,42,19,235,7,2305,3000
84,42,20,1050,7,1677,235
88,42,21,1050,7,1231,1050
92,42,22,235,7,330,1050
96,42,23,4300,7,200,235
100,42,24,235,6,273,4300
104,42,25,4300,6,200,235
108,42,26,235,6,316,4300
112,42,27,4300,5,200,235
116,42,28,235,2,1538,4300
120,42,29,375,2,441,235
124,42,30,1050,6,1614,375
128,42,31,1750,6,2062,1050
132,42,32,235,6,1231,1750
136,42,33,560,6,742,235
140,42,34,235,6,203,560
144,42,35,1050,2,1326,235
148,42,36,1750,2,2291,1050
152,42,37,3000,1,3757,1750
156,42,38,3000,1,3217,3000
160,42,39,3000,0,3232,3000
164,42,40,235,0,1851,3000
168,42,41,1050,0,1578,235
172,42,42,235,0,394,1050
176,42,43,1050,2,1552,235
180,42,44,1750,1,2003,1050
184,42,45,3000,0,3486,1750
188,42,46,3000,0,3096,3000
192,42,47,3850,0,3896,3000
196,42,48,235,0,3242,3850
200,42,49,3850,0,4712,235
204,42,50,3850,0,5735,3850
208,42,51,3850,1,5416,3850
212,42,52,3850,1,4606,3850
216,42,53,3850,0,4853,3850
220,42,54,235,0,3509,3850
224,42,55,2350,0,2726,235
228,42,56,3850,0,4142,2350
232,42,57,3850,0,4799,3850
236,42,58,3850,0,6170,3850
240,42,59,3850,1,4779,3850
244,42,60,3850,0,3850,3850
248,42,61,3850,0,4171,3850
252,42,62,235,1,3070,3850
256,42,63,2350,1,2966,235
260,42,64,3850,1,4364,2350
264,42,65,235,1,2864,3850
268,42,66,2350,1,2634,235
272,42,67,2350,1,2468,2350
276,42,68,2350,2,2366,2350
280,42,69,235,2,2312,2350
284,42,70,2350,1,2712,235
288,42,71,2350,2,2880,2350
292,42,72,235,2,1849,2350
296,42,73,1750,3,2302,235
300,42,74,1750,3,1790,1750
304,42,75,235,3,807,1750
308,42,76,4300,3,200,235
312,42,77,235,8,1585,4300
316,42,78,1050,7,1724,235
320,42,79,1050,7,1540,1050
324,42,80,3000,7,3035,1050
328,42,81,3000,7,3152,3000
332,42,82,3000,6,3691,3000
336,42,83,3000,7,3605,3000
340,42,84,3850,8,3947,3000
344,42,85,235,8,2934,3850
348,42,86,3000,7,3512,235
352,42,87,3000,7,3068,3000
356,42,88,3850,8,4458,3000
360,42,89,235,8,3387,3850
4,43,0,3850,7,4509,235
8,43,1,3850,6,4156,3850
12,43,2,3850,7,5578,3850
16,43,3,3850,7,4620,3850
20,43,4,3850,7,4134,3850
24,43,5,3850,6,5574,3850
28,43,6,3850,6,4840,3850
32,43,7,3850,6,4209,3850
36,43,8,3850,5,3867,3850
40,43,9,3850,5,5223,3850
44,43,10,3850,4,3861,3850
48,43,11,235,4,3697,3850
52,43,12,3000,3,3762,235
56,43,13,235,2,2752,3000
60,43,14,1750,2,2240,235
64,43,15,1750,2,2078,1750
68,43,16,235,2,869,1750
72,43,17,1750,1,1854,235
76,43,18,235,1,1610,1750
80,43,19,1050,1,1251,235
84,43,20,1050,1,1167,1050
88,43,21,235,1,244,1050
92,43,22,1050,2,1139,235
96,43,23,1050,1,1225,1050
100,43,24,1750,1,2115,1050
104,43,25,1750,1,2332,1750
108,43,26,235,1,1539,1750
112,43,27,1050,1,1638,235
116,43,28,2350,2,2530,1050
120,43,29,3850,1,3961,2350
124,43,30,235,1,3239,3850
128,43,31,2350,0,2526,235
132,43,32,2350,0,2980,2350
136,43,33,3850,1,4094,2350
140,43,34,3850,2,4875,3850
144,43,35,3850,3,3938,3850
148,43,36,235,3,2534,3850
152,43,37,1750,3,2158,235
156,43,38,235,3,950,1750
160,43,39,235,3,335,235
164,43,40,1050,0,1691,235
168,43,41,235,0,287,1050
172,43,42,1050,0,1726,235
176,43,43,235,0,870,1050
180,43,44,750,0,955,235
184,43,45,235,0,200,750
188,43,46,750,4,930,235
192,43,47,1050,4,1490,750
196,43,48,235,4,917,1050
200,43,49,375,4,434,235
204,43,50,1050,5,1181,375
208,43,51,1750,4,1944,1050
212,43,52,235,4,507,1750
216,43,53,4300,4,200,235
220,43,54,235,8,1646,4300
224,43,55,235,8,276,235
228,43,56,4300,7,200,235
232,43,57,235,7,426,4300
236,43,58,4300,7,200,235
240,43,59,235,5,456,4300
244,43,60,1050,5,1228,235
248,43,61,235,5,441,1050
252,43,62,375,6,420,235
256,43,63,235,7,286,375
260,43,64,4300,7,200,235
264,43,65,235,6,520,4300
268,43,66,1050,8,1385,235
272,43,67,1750,9,2211,1050
276,43,68,1750,9,2150,1750
280,43,69,235,9,710,1750
284,43,70,4300,9,217,235
288,43,71,235,11,361,4300
292,43,72,750,13,958,235
296,43,73,235,13,200,750
300,43,74,560,12,631,235
304,43,75,560,12,693,560
308,43,76,235,12,200,560
312,43,77,560,13,617,235
316,43,78,750,12,753,560
320,43,79,1050,11,1264,750
324,43,80,1750,10,2097,1050
328,43,81,235,10,1733,1750
332,43,82,375,10,508,235
336,43,83,1750,7,1842,375
340,43,84,2350,6,2531,1750
344,43,85,3850,7,4013,2350
348,43,86,235,7,3014,3850
352,43,87,2350,8,2361,235
356,43,88,235,8,1212,2350
360,43,89,560,8,721,235
4,44,0,1050,8,1329,560
8,44,1,2350,9,2517,1050
12,44,2,2350,10,2514,2350
16,44,3,3000,9,3597,2350
20,44,4,3850,9,5002,3000
24,44,5,3850,9,4795,3850
28,44,6,3850,9,4099,3850
32,44,7,235,9,2761,3850
36,44,8,3850,8,3976,235
40,44,9,3850,9,5207,3850
44,44,10,3850,10,4429,3850
48,44,11,235,10,3584,3850
52,44,12,2350,10,2633,235
56,44,13,3850,11,4073,2350
60,44,14,235,11,3390,3850
64,44,15,3000,10,3798,235
68,44,16,235,9,2583,3000
72,44,17,3000,9,3469,235
76,44,18,235,9,1993,3000
80,44,19,1050,8,1513,235
84,44,20,235,8,925,1050
88,44,21,4300,8,200,235
92,44,22,235,6,1675,4300
96,44,23,1050,6,1054,235
100,44,24,235,6,679,1050
104,44,25,4300,6,200,235
108,44,26,235,3,1460,4300
112,44,27,1050,3,1140,235
116,44,28,235,2,840,1050
120,44,29,1050,1,1499,235
124,44,30,2350,2,2720,1050
128,44,31,3850,2,4161,2350
132,44,32,3850,3,5559,3850
136,44,33,3850,3,4658,3850
140,44,34,235,4,3657,3850
144,44,35,1750,4,2267,235
148,44,36,235,4,1467,1750
152,44,37,750,4,809,235
156,44,38,235,4,200,750
160,44,39,1050,9,1167,235
164,44,40,1750,10,1813,1050
168,44,41,1750,9,2343,1750
172,44,42,1750,8,1975,1750
176,44,43,3000,8,3086,1750
180,44,44,235,8,2986,3000
184,44,45,3000,8,3458,235
188,44,46,235,8,2579,3000
192,44,47,3000,9,3782,235
196,44,48,3000,10,3688,3000
200,44,49,235,11,2809,3000
204,44,50,1050,11,1368,235
208,44,51,235,11,898,1050
212,44,52,4300,11,221,235
216,44,53,235,11,200,4300
220,44,54,1050,7,1431,235
224,44,55,2350,6,2785,1050
228,44,56,3850,5,4180,2350
232,44,57,3850,4,3932,3850
236,44,58,235,4,3494,3850
240,44,59,3000,3,3215,235
244,44,60,235,3,2397,3000
248,44,61,2350,2,2716,235
252,44,62,235,3,1483,2350
256,44,63,1050,3,1722,235
260,44,64,1050,2,1740,1050
264,44,65,2350,1,2544,1050
268,44,66,235,1,1515,2350
272,44,67,235,1,345,235
276,44,68,4300,1,200,235
280,44,69,235,0,288,4300
284,44,70,1750,0,1763,235
288,44,71,3000,0,3241,1750
292,44,72,3850,1,4602,3000
296,44,73,3850,2,5713,3850
300,44,74,3850,3,5355,3850
304,44,75,3850,3,4912,3850
308,44,76,3850,2,5289,3850
312,44,77,3850,2,4500,3850
316,44,78,3850,1,4718,3850
320,44,79,235,0,3626,3850
324,44,80,3850,0,4846,235
328,44,81,3850,1,4062,3850
332,44,82,235,1,3561,3850
336,44,83,3850,0,3989,235
340,44,84,3850,0,4442,3850
344,44,85,3850,1,5597,3850
348,44,86,3850,0,4286,3850
352,44,87,235,0,3710,3850
356,44,88,2350,0,2599,235
360,44,89,3000,1,3022,2350
4,45,0,3850,1,4121,3000
8,45,1,3850,0,4490,3850
12,45,2,3850,0,4229,3850
16,45,3,3850,1,5203,3850
20,45,4,3850,1,5131,3850
24,45,5,3850,1,4900,3850
28,45,6,235,1,3773,3850
32,45,7,3850,2,4219,235
36,45,8,3850,3,4653,3850
40,45,9,3850,4,5505,3850
44,45,10,3850,5,4731,3850
48,45,11,3850,5,5109,3850
52,45,12,3850,6,5025,3850
56,45,13,3850,6,3977,3850
60,45,14,235,6,2708,3850
64,45,15,1050,6,1318,235
68,45,16,235,6,860,1050
72,45,17,750,5,976,235
76,45,18,235,5,200,750
80,45,19,375,4,413,235
84,45,20,1750,8,1873,375
88,45,21,235,8,929,1750
92,45,22,1750,8,1853,235
96,45,23,3000,7,3105,1750
100,45,24,235,7,2819,3000
104,45,25,1050,7,1465,235
108,45,26,1750,8,2309,1050
112,45,27,2350,8,2465,1750
116,45,28,3000,9,3207,2350
120,45,29,235,9,2672,3000
124,45,30,3000,9,3000,235
128,45,31,3850,9,4071,3000
132,45,32,3850,10,4403,3850
136,45,33,3850,10,4038,3850
140,45,34,235,9,3812,3850
144,45,35,3850,8,4397,235
148,45,36,235,8,3755,3850
152,45,37,3850,9,4264,235
156,45,38,3850,9,4344,3850
160,45,39,3850,9,5148,3850
164,45,40,3850,9,4567,3850
168,45,41,3850,9,5070,3850
172,45,42,3850,8,4523,3850
176,45,43,3850,8,3878,3850
180,45,44,3850,9,4223,3850
184,45,45,3850,9,4580,3850
188,45,46,235,10,3506,3850
192,45,47,3850,10,4428,235
196,45,48,235,10,3732,3850
200,45,49,2350,11,2644,235
204,45,50,3000,10,3441,2350
208,45,51,235,11,2840,3000
212,45,52,2350,11,2640,235
216,45,53,3000,12,3753,2350
220,45,54,3850,12,4679,3000
224,45,55,3850,12,5794,3850
228,45,56,3850,11,5132,3850
232,45,57,3850,11,4746,3850
236,45,58,3850,12,4690,3850
240,45,59,3850,12,4996,3850
244,45,60,3850,13,5032,3850
248,45,61,3850,12,4121,3850
252,45,62,235,11,3175,3850
256,45,63,1050,11,1690,235
260,45,64,235,11,569,1050
264,45,65,4300,11,200,235
268,45,66,235,15,897,4300
272,45,67,1750,15,2322,235
276,45,68,1750,15,2288,1750
280,45,69,2350,16,2850,1750
284,45,70,2350,17,2413,2350
288,45,71,3000,16,3388,2350
292,45,72,235,15,1914,3000
296,45,73,1750,15,2224,235
300,45,74,1750,15,2264,1750
304,45,75,1750,15,1948,1750
308,45,76,235,15,725,1750
312,45,77,4300,15,200,235
316,45,78,4300,21,1120,4300
320,45,79,4300,20,1317,4300
324,45,80,4300,20,346,4300
328,45,81,235,19,1243,4300
332,45,82,1750,19,2026,235
336,45,83,2350,20,2599,1750
340,45,84,3000,21,3034,2350
344,45,85,3000,22,2721,3000
348,45,86,3000,22,1442,3000
352,45,87,3000,21,1812,3000
356,45,88,3000,21,1488,3000
360,45,89,3000,21,1130,3000
4,46,0,3000,20,1194,3000
8,46,1,3000,20,1675,3000
12,46,2,3000,20,366,3000
16,46,3,3000,20,200,3000
20,46,4,3000,24,1532,3000
24,46,5,3000,24,639,3000
28,46,6,3000,22,1727,3000
32,46,7,3000,22,2363,3000
36,46,8,3000,23,2660,3000
40,46,9,3000,23,1921,3000
44,46,10,3000,23,1246,3000
48,46,11,3000,24,1207,3000
52,46,12,3000,24,200,3000
56,46,13,3000,21,1528,3000
60,46,14,3000,22,2293,3000
64,46,15,3000,21,3509,3000
68,46,16,3000,20,3315,3000
72,46,17,3000,20,2147,3000
76,46,18,3000,21,1650,3000
80,46,19,3000,22,1812,3000
84,46,20,3000,21,2478,3000
88,46,21,3000,20,2667,3000
92,46,22,3000,20,3184,3000
96,46,23,3000,20,2210,3000
100,46,24,235,19,2891,3000
104,46,25,3000,19,3107,235
108,46,26,3000,20,3207,3000
112,46,27,3850,19,4129,3000
116,46,28,3850,19,5360,3850
120,46,29,3850,18,5339,3850
124,46,30,3850,18,3893,3850
128,46,31,235,18,3092,3850
132,46,32,3000,17,3220,235
136,46,33,3850,16,3885,3000
140,46,34,3850,16,5227,3850
144,46,35,3850,15,4014,3850
148,46,36,3850,14,5097,3850
152,46,37,3850,13,4776,3850
156,46,38,3850,13,6203,3850
160,46,39,3850,12,5919,3850
164,46,40,3850,13,4462,3850
168,46,41,235,14,3505,3850
172,46,42,2350,14,2724,235
176,46,43,3850,14,3952,2350
180,46,44,3850,15,4173,3850
184,46,45,235,15,2750,3850
188,46,46,1750,15,1990,235
192,46,47,2350,15,2617,1750
196,46,48,235,14,2254,2350
200,46,49,1050,14,1150,235
204,46,50,235,14,200,1050
208,46,51,750,16,962,235
212,46,52,750,17,934,750
216,46,53,235,17,371,750
220,46,54,750,17,914,235
224,46,55,235,17,349,750
228,46,56,4300,16,200,235
232,46,57,235,15,452,4300
236,46,58,1750,11,1915,235
240,46,59,3000,12,3056,1750
244,46,60,235,12,2826,3000
248,46,61,3000,13,3365,235
252,46,62,3000,13,3079,3000
256,46,63,235,12,2982,3000
260,46,64,3000,12,3534,235
264,46,65,3850,13,4852,3000
268,46,66,235,14,3754,3850
272,46,67,2350,13,2852,235
276,46,68,3850,14,3874,2350
280,46,69,235,13,3428,3850
284,46,70,3000,12,3543,235
288,46,71,3850,13,4271,3000
292,46,72,3850,12,5729,3850
296,46,73,3850,12,5461,3850
300,46,74,3850,12,4968,3850
304,46,75,3850,11,5026,3850
308,46,76,235,11,3685,3850
312,46,77,3000,11,3149,235
316,46,78,3850,12,3999,3000
320,46,79,3850,13,5298,3850
324,46,80,3850,13,4841,3850
328,46,81,3850,13,5071,3850
332,46,82,3850,13,3872,3850
336,46,83,235,13,3419,3850
340,46,84,3000,13,3359,235
344,46,85,3850,12,4147,3000
348,46,86,3850,11,3864,3850
352,46,87,235,11,3692,3850
356,46,88,3850,11,4364,235
360,46,89,3850,12,5255,3850
4,47,0,3850,12,4952,3850
8,47,1,3850,12,4950,3850
12,47,2,235,11,3820,3850
